=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2023.07.05 21:08:54 =~=~=~=~=~=~=~=~=~=~=~=
I received: 
inpsec      humid
inI received: humid
soec   pect;
697476;10422579
697502;10423016
697528;10422632
697555;10422523
697581;10422431
697607;10422238
697634;10422809
697660;10422903
697686;10422400
697712;10423189
697738;10422420
697765;10422139
697791;10422830
697817;10422947
697843;10422701
697869;10422641
697895;10422479
697921;10422908
697948;10423090
697974;10422819
698001;10422947
698026;10422642
698053;10422440
698079;10422716
698105;10422405
698132;10422534
698158;10423194
698184;10422588
698210;10422114
698236;10422371
698263;10422494
698289;10422420
698315;10422514
698341;10422451
698368;10422641
698394;10422499
698420;10422489
698446;10422784
698472;10423558
698498;10422784
698525;10422691
698551;10422445
698577;10422849
698603;10422450
698629;10422790
698656;10422927
698682;10422627
698708;10422415
698735;10422381
698761;10422568
698787;10422396
698813;10422724
698839;10422549
698865;10422631
698892;10422938
698918;10422671
698944;10422248
698970;10422701
698997;10422336
699023;10422104
699049;10422677
699075;10422749
699102;10422233
699127;10422489
699154;10422721
699180;10422809
699206;10422150
699233;10422508
699259;10422223
699285;10422386
699311;10422144
699337;10422199
699363;10422228
699390;10422430
699416;10422351
699442;10422810
699469;10422612
699495;10422312
699521;10422386
699547;10422469
699573;10423075
699600;10422174
699626;10422578
699652;10422085
699678;10421943
699704;10421909
699731;10422032
699757;10422981
699783;10422080
699809;10422085
699835;10422784
699862;10422706
699888;10421894
699915;10422114
699941;10421834
699966;10421928
699993;10422022
700019;10422425
700045;10422469
700071;10422750
700097;10422046
700124;10422016
700150;10422047
700176;10422479
700203;10422464
700229;10422494
700255;10422410
700281;10422273
700308;10422445
700333;10422863
700360;10422779
700386;10422687
700413;10422415
700438;10422110
700464;10421883
700491;10421879
700517;10421952
700544;10421853
700570;10421854
700595;10421879
700622;10421677
700648;10421854
700674;10421815
700701;10421765
700727;10421918
700753;10421450
700779;10421515
700806;10421711
700832;10421785
700858;10421755
700884;10421269
700911;10421632
700936;10421224
700963;10421647
700989;10421239
701015;10421090
701042;10421249
701067;10420677
701094;10419619
701120;10420027
701147;10419584
701172;10419954
701199;10419712
701225;10420190
701251;10420273
701277;10420195
701304;10420854
701329;10420998
701356;10420992
701382;10421412
701409;10421357
701435;10421435
701461;10421450
701487;10422169
701513;10421435
701540;10421465
701566;10421283
701592;10421426
701618;10421086
701644;10421711
701671;10422061
701697;10421440
701723;10421559
701749;10421435
701776;10421351
701802;10421377
701828;10421194
701854;10421341
701880;10421505
701906;10421642
701933;10421426
701959;10421096
701985;10420751
702011;10419407
702038;10419211
702063;10419650
702090;10419289
702117;10419600
702142;10419825
702169;10420230
702195;10420401
702221;10420017
702248;10420677
702273;10420505
702300;10420933
702326;10420387
702352;10420150
702378;10421239
702404;10420214
702431;10421362
702457;10419692
702483;10419733
702510;10419835
702536;10420259
702562;10419924
702588;10419747
702614;10419786
702641;10419605
702666;10419712
702693;10419471
702719;10419776
702745;10419791
702772;10420107
702798;10420962
702824;10420539
702850;10420870
702877;10420357
702903;10420387
702928;10420800
702956;10420382
702982;10420910
703007;10421319
703034;10421565
703060;10421120
703086;10420894
703112;10421184
703139;10423533
703165;10420928
703191;10420918
703217;10420830
703244;10420633
703270;10421012
703296;10420707
703322;10420766
703349;10421027
703389;10421003
703401;10420933
703427;10421663
703453;10420918
703480;10421223
703505;10421116
703532;10420800
703558;10421170
703584;10421337
703610;10421943
703636;10421494
703663;10422052
703689;10421366
703715;10421544
703742;10421224
703768;10421607
703794;10421771
703820;10421337
703846;10421849
703873;10421598
703899;10421696
703925;10421214
703951;10421563
703978;10421407
704004;10421701
704029;10421587
704056;10422218
704082;10421982
704109;10421332
704135;10421509
704161;10421219
704187;10421105
704213;10421096
704240;10420741
704266;10421278
704292;10422243
704319;10420835
704344;10421372
704371;10421465
704397;10421061
704423;10420899
704449;10420918
704476;10420544
704502;10420854
704528;10421244
704554;10421017
704580;10421239
704606;10421007
704633;10421184
704659;10421066
704685;10421012
704711;10421165
704738;10420491
704764;10420943
704790;10421189
704816;10421027
704843;10421076
704869;10421376
704895;10421017
704921;10421377
704947;10421150
704974;10420702
705000;10421435
705026;10421568
705053;10421568
705078;10420624
705105;10420618
705131;10420943
705157;10420667
705183;10421189
705210;10421135
705235;10420890
705262;10421386
705288;10421086
705314;10420962
705341;10420953
705367;10421307
705393;10421165
705419;10420785
705446;10421056
705471;10421362
705498;10421406
705524;10421042
705551;10421101
705576;10421037
705603;10421170
705629;10420938
705655;10420859
705682;10420963
705707;10421150
705734;10421086
705760;10421283
705787;10422154
705812;10421302
705839;10421475
705865;10421322
705891;10421406
705917;10421145
705943;10421018
705970;10420909
705996;10420982
706023;10421023
706048;10421046
706074;10420952
706101;10420639
706127;10421396
706154;10421194
706179;10421283
706205;10420815
706232;10421204
706258;10421105
706285;10420800
706310;10421051
706337;10420884
706363;10420564
706389;10420732
706416;10420701
706442;10421056
706468;10421076
706494;10421229
706520;10421238
706547;10421721
706573;10421145
706599;10420875
706625;10421249
706651;10421209
706678;10421184
706704;10421023
706730;10420810
706756;10421073
706783;10421357
706809;10420953
706835;10421135
706861;10421367
706887;10421150
706913;10421096
706940;10421228
706966;10421510
706993;10421066
707019;10421421
707045;10421740
707071;10421362
707097;10421534
707123;10421401
707149;10421677
707175;10421179
707202;10421687
707228;10421859
707255;10421957
707281;10421913
707307;10422504
707333;10421967
707359;10421775
707386;10421933
707412;10422332
707438;10422332
707464;10422460
707490;10422164
707516;10422396
707542;10422179
707569;10421677
707595;10422199
707621;10421731
707648;10421745
707674;10421776
707700;10421509
707726;10421824
707753;10422149
707779;10421736
707805;10422523
707832;10422524
707857;10421977
707884;10422169
707910;10422676
707936;10422415
707962;10421987
707989;10422026
708014;10421929
708041;10422021
708067;10421972
708093;10422169
708119;10422218
708146;10421756
708171;10422425
708198;10422351
708224;10422179
708251;10422242
708277;10422012
708303;10422420
708329;10422529
708355;10422425
708382;10422400
708408;10422110
708434;10422278
708460;10422478
708487;10422918
708513;10422523
708538;10422554
708565;10422336
708592;10422627
708617;10423681
708644;10422538
708670;10422622
708696;10422952
708723;10423389
708749;10422647
708775;10423326
708801;10423154
708827;10423020
708853;10422780
708880;10422863
708906;10422573
708932;10423065
708958;10422844
708984;10422922
709011;10422863
709037;10423031
709063;10423218
709089;10423582
709116;10423784
709141;10423901
709168;10423538
709195;10424498
709220;10423548
709247;10424248
709273;10423612
709299;10423655
709326;10424006
709351;10424252
709378;10423622
709404;10423474
709430;10423336
709456;10423498
709483;10423508
709509;10424035
709535;10423291
709561;10423548
709588;10423346
709614;10423685
709640;10423415
709666;10423916
709692;10423976
709719;10424720
709745;10423848
709771;10423966
709798;10423843
709824;10423740
709850;10424060
709876;10424035
709902;10423769
709928;10423858
709955;10424296
709980;10424035
710007;10423823
710033;10424463
710059;10424129
710085;10424124
710112;10423764
710138;10424050
710164;10424443
710191;10424139
710216;10424114
710243;10424375
710269;10424286
710295;10424601
710322;10424714
710348;10424617
710374;10424734
710400;10424025
710427;10424217
710452;10424390
710479;10424616
710505;10424508
710532;10424566
710557;10424631
710584;10424651
710610;10424567
710636;10424606
710662;10424754
710688;10424793
710715;10425069
710741;10425049
710768;10424704
710793;10425301
710819;10425196
710846;10424730
710872;10425231
710898;10425256
710924;10425547
710951;10425354
710977;10425114
711003;10425424
711029;10425555
711056;10425631
711081;10426215
711108;10425852
711135;10426285
711160;10426250
711187;10426039
711213;10426369
711239;10426669
711265;10426536
711292;10426704
711317;10426777
711344;10427334
711370;10426733
711396;10426861
711423;10426999
711448;10427209
711475;10427531
711501;10427377
711527;10427206
711554;10427723
711580;10427708
711606;10427856
711632;10427781
711658;10427807
711685;10428471
711711;10429445
711737;10429299
711764;10429470
711790;10428928
711816;10428860
711842;10429279
711869;10428910
711894;10428898
711921;10429289
711946;10429038
711973;10429031
711999;10429495
712026;10430426
712052;10429972
712078;10430592
712104;10430017
712131;10430323
712156;10430804
712183;10430667
712209;10430988
712235;10431350
712262;10431126
712287;10431327
712314;10431500
712340;10431672
712366;10432007
712393;10431819
712419;10432951
712445;10432763
712471;10433297
712498;10432951
712523;10432823
712550;10433099
712576;10433379
712603;10433202
712628;10433425
712655;10434123
712681;10434442
712707;10434803
712733;10435654
712760;10436442
712786;10436525
712812;10436723
712838;10437264
712864;10437732
712890;10438278
712917;10439170
712943;10439154
712969;10439465
712996;10440248
713022;10440853
713048;10441745
713074;10442379
713100;10443502
713127;10443521
713153;10443891
713179;10444984
713205;10446972
713232;10448731
713258;10449918
713284;10451718
713310;10453073
713336;10455298
713363;10457992
713389;10461452
713415;10465126
713441;10467950
713467;10472038
713493;10478660
713520;10484415
713546;10489909
713572;10494753
713598;10500622
713625;10508247
713651;10514600
713677;10521878
713703;10527962
713730;10534240
713755;10539094
713782;10542834
713809;10549074
713834;10554643
713861;10561106
713887;10568526
713913;10574635
713939;10577009
713965;10581281
713992;10584998
714018;10590912
714044;10594813
714071;10596534
714097;10595352
714123;10594491
714149;10598946
714175;10605402
714201;10609719
714227;10608454
714253;10605530
714280;10607190
714307;10608966
714332;10608331
714359;10607824
714385;10607809
714411;10609575
714438;10613481
714463;10616442
714490;10623277
714516;10628689
714542;10631500
714569;10631638
714595;10628546
714620;10625740
714647;10622750
714674;10622683
714699;10623073
714726;10622472
714752;10625915
714778;10629432
714804;10632740
714830;10628243
714857;10622238
714883;10620609
714909;10622309
714935;10626737
714962;10629458
714988;10631433
715014;10634870
715040;10638940
715066;10638443
715093;10640031
715119;10642365
